CodeCIS;CodeCIP7;Libelle_presentation;Statut_administratif;Etat_commercialisation;date_commercialisation;codeCIP13;Agrément_collectivités ;Taux_remboursement;prix_min;Prix_max;difference_tarifiaire_entre_min_et_max
61210508;3022745;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;03/01/2022;3400930227459;non;65%;11,49;14,25;2,76
61211663;3821565;6 seringue(s) préremplie(s) en verre de 0,5 ml;Présentation active;Déclaration de commercialisation;25/07/2008;3400938215656;oui;65%;164,40;165,42;1,02
61211784;2664425;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;01/04/2013;3400926644253;oui;65%;6,27;7,29;1,02
61211784;2664431;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 270 comprimé(s);Présentation active;Déclaration de commercialisation;01/04/2013;3400926644314;oui;65%;17,74;20,50;2,76
61212982;2249146;plaquette(s) aluminium polyamide polyéthylène de 28 comprimé(s);Présentation active;Déclaration de commercialisation;27/10/2016;3400922491462;oui;65%;5,03;6,05;1,02
61214570;2688176;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;02/06/2014;3400926881764;oui;65%;4,81;5,83;1,02
61217495;3777746;plaquette(s) thermoformée(s) polyamide aluminium PVC de 30 comprimé(s);Présentation active;Déclaration de commercialisation;16/01/2008;3400937777469;oui;65%;5,29;6,31;1,02
61217812;3589571;5 plaquette(s) thermoformée(s) PVC PVDC aluminium  de 10 gélule(s) suremballée(s)/surpochée(s);Présentation active;Déclaration de commercialisation;02/01/2003;3400935895714;oui;100%;86,50;87,52;1,02
61221166;3933985;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;26/06/2009;3400939339856;oui;65%;4,47;5,49;1,02
61223605;3002114;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);Présentation active;Déclaration de commercialisation;27/11/2015;3400930021149;oui;30%;3,46;4,48;1,02
61223605;4199903;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 15 comprimé(s);Présentation active;Déclaration de commercialisation;22/11/2011;3400941999031;oui;30%;1,89;2,91;1,02
61223605;4199949;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;22/11/2011;3400941999499;oui;30%;3,46;4,48;1,02
61223740;3006757;1 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;18/04/2017;3400930067574;oui;65%;7,51;8,53;1,02
61223740;3006758;3 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;18/04/2017;3400930067581;oui;65%;21,86;24,62;2,76
61224073;3285552;plaquette(s) thermoformée(s) PVC-Aluminium de 20  comprimé(s);Présentation active;Déclaration de commercialisation;19/09/1987;3400932855520;oui;65%;2,79;3,81;1,02
61225182;3020375;plaquette(s) PVC-Aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;25/11/2020;3400930203750;oui;65%;40,49;41,51;1,02
61226754;2773893;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;03/06/2014;3400927738937;oui;65%;5,15;6,17;1,02
61227030;3332352;plaquette(s) PVC-Aluminium de 14 gélule(s);Présentation active;Déclaration de commercialisation;19/01/1992;3400933323523;oui;65%;3,29;4,31;1,02
61228659;3331430;plaquette(s) aluminium polyamide PVC de 10 comprimé(s);Présentation active;Déclaration de commercialisation;29/05/2007;3400933314309;oui;65%;5,21;6,23;1,02
61229120;3471272;plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;29/09/2011;3400934712722;oui;65%;17,42;18,44;1,02
61230539;3685292;plaquette(s) thermoformée(s) PVC-Aluminium de 12 comprimé(s);Présentation active;Déclaration de commercialisation;17/10/2005;3400936852921;non;65%;8,92;9,94;1,02
61231388;3384573;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;19/04/1995;3400933845735;oui;30%;3,22;4,24;1,02
61232102;3192750;plaquette(s) aluminium PVC PVDC de 30 comprimé(s);Présentation active;Déclaration de commercialisation;19/05/1977;3400931927501;oui;65%;2,47;3,49;1,02
61232102;3192767;plaquette(s) aluminium PVC PVDC de 100 comprimé(s);Présentation active;Déclaration de commercialisation;19/05/1977;3400931927679;oui;65%;6,63;7,65;1,02
61232223;3552740;5 cartouche(s) en verre dans stylo pré-rempli de 3  ml;Présentation active;Déclaration de commercialisation;13/11/2002;3400935527400;oui;65%;33,99;35,01;1,02
61237448;3565843;1 inhalateur(s) multidose(s) en plastique de 120 dose(s) avec embout buccal;Présentation active;Déclaration de commercialisation;01/10/2001;3400935658432;oui;65%;28,65;29,67;1,02
61237544;3021973;60 plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;23/04/2021;3400930219737;oui;100%;1,489,39;1,490,41;1,02
61238347;4900318;plaquette(s) polychlortrifluoroéthylène PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;02/04/2021;3400949003181;oui;65%;14,49;15,51;1,02
61238347;4900319;plaquette(s) polychlortrifluoroéthylène PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;02/04/2021;3400949003198;oui;65%;41,01;43,77;2,76
61243216;3192796;1 tube(s) polyéthylène de 15 g;Présentation active;Déclaration de commercialisation;19/04/1978;3400931927969;oui;65%;1,87;2,89;1,02
61243351;2778502;28 plaquette(s) PVC PVDC aluminium avec fermeture de sécurité enfant de 1 comprimé(s);Présentation active;Déclaration de commercialisation;19/02/2018;3400927785023;oui;65%;4,67;5,69;1,02
61245968;3569775;30 sachet(s) papier polyéthylène aluminium P-A-M-éthylène (SURLYN) de 37,4  mg;Présentation active;Déclaration de commercialisation;06/10/2003;3400935697752;oui;65%;11,66;12,68;1,02
61246828;2775053;8 sachet(s)-dose(s) papier polyéthylène aluminium P-A-M-éthylène (SURLYN) de 3 g;Présentation active;Déclaration de commercialisation;06/01/2017;3400927750533;oui;65%;4,73;5,75;1,02
61246828;2775076;12 sachet(s)-dose(s) papier polyéthylène aluminium P-A-M-éthylène (SURLYN) de 3 g;Présentation active;Déclaration de commercialisation;25/11/2016;3400927750762;oui;65%;5,89;6,91;1,02
61247136;3282944;plaquette(s) thermoformée(s) PVC-Aluminium de 30  comprimé(s);Présentation active;Déclaration de commercialisation;19/04/1986;3400932829446;oui;15%;7,49;8,51;1,02
61247556;3011620;plaquette(s) PVC PVDC aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;16/09/2019;3400930116203;oui;65%;5,55;6,57;1,02
61247556;3011621;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;16/09/2019;3400930116210;oui;65%;10,92;11,94;1,02
61248124;3957477;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;17/11/2009;3400939574776;oui;65%;3,64;4,66;1,02
61248124;3957833;plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;17/11/2009;3400939578330;oui;65%;10,53;13,29;2,76
61249824;3571513;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;21/01/2002;3400935715135;oui;65%;1,34;2,36;1,02
61252279;3775150;plaquette(s) thermoformée(s) PVC polyéthylène (ACLAR RX) polytrifluorochloroéthylène aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;12/12/2007;3400937751506;oui;65%;8,53;9,55;1,02
61252667;3714674;plaquette(s) PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;18/12/2006;3400937146746;oui;65%;6,67;7,69;1,02
61253089;4972705;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);Présentation active;Déclaration de commercialisation;19/05/2014;3400949727056;oui;65%;25,94;26,96;1,02
61253160;3658332;tube(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;23/03/2006;3400936583320;oui;65%;1,69;2,71;1,02
61255738;3235100;plaquette(s) PVC-Aluminium de 20 comprimé(s);Présentation active;Déclaration de commercialisation;19/11/1980;3400932351008;oui;30%;8,48;9,50;1,02
61257269;4971002;plaquette(s) thermoformée(s) PVC-Aluminium de 20 gélule(s);Présentation active;Déclaration de commercialisation;20/06/2011;3400949710027;oui;30%;2,08;3,10;1,02
61258225;3001186;1 seringue(s) préremplie(s) en verre de 17 ml avec nécessaire d’administration pour injection manuelle (seringue, raccord, perforateur et cathéter).;Présentation active;Déclaration de commercialisation;23/11/2016;3400930011867;oui;65%;56,81;57,83;1,02
61258225;3001188;1 seringue(s) préremplie(s) en verre de 17 ml avec nécessaire d’administration pour injecteur automatique Spectris Solaris (seringue, raccord, perforateur et cathéter).;Présentation active;Déclaration de commercialisation;23/11/2016;3400930011881;oui;65%;56,81;57,83;1,02
61258225;3508271;1 seringue(s) préremplie(s) en verre de 10 ml;Présentation active;Déclaration de commercialisation;22/01/2001;3400935082718;oui;65%;34,67;35,69;1,02
61258225;3508288;1 seringue(s) préremplie(s) en verre de 15 ml;Présentation active;Déclaration de commercialisation;05/02/2001;3400935082886;oui;65%;51,20;52,22;1,02
61258225;3508294;1 seringue(s) préremplie(s) en verre de 17 ml;Présentation active;Déclaration de commercialisation;22/01/2001;3400935082947;oui;65%;56,81;57,83;1,02
61258798;3004088;1 flacon(s) polyéthylène haute densité (PEHD) de 60 comprimé(s) avec sécurité enfant;Présentation active;Déclaration de commercialisation;06/04/2017;3400930040881;oui;65%;590,11;591,13;1,02
61259277;2216164;3 plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;16/08/2012;3400922161648;oui;65%;3,75;4,77;1,02
61259277;2216170;9 plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;16/08/2012;3400922161709;oui;65%;10,85;13,61;2,76
61260984;3658059;10 récipient(s) unidose(s) polyéthylène de 1 ml;Présentation active;Déclaration de commercialisation;30/01/2006;3400936580596;oui;65%;2,86;3,88;1,02
61264153;3114945;10 ampoule(s) en verre de 1 ml;Présentation active;Déclaration de commercialisation;19/03/1970;3400931149453;oui;65%;3,23;4,25;1,02
61264178;3263622;plaquette(s) uPVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;19/10/1984;3400932636228;oui;30%;6,49;7,51;1,02
61266250;3000147;1 tube(s) aluminium verni de 50 g;Présentation active;Déclaration de commercialisation;19/01/1965;3400930001479;non;30%;1,61;2,63;1,02
61267669;3657309;10 récipient(s) unidose(s) polyéthylène de 2 ml;Présentation active;Déclaration de commercialisation;30/01/2006;3400936573093;oui;65%;3,74;4,76;1,02
61267758;3020588;10 plaquette(s) polyamide aluminium PVC-Aluminium polytéréphtalate (PET) avec fermeture de sécurité enfant de 1 comprimé(s);Présentation active;Déclaration de commercialisation;23/07/2021;3400930205884;oui;65%;31,53;32,55;1,02
61267758;3020589;30 plaquette(s) polyamide aluminium PVC-Aluminium polytéréphtalate (PET) avec fermeture de sécurité enfant de 1 comprimé(s);Présentation active;Déclaration de commercialisation;23/07/2021;3400930205891;oui;65%;93,76;94,78;1,02
61268098;4900330;3 plaquette(s) polychlortrifluoroéthylène PVC aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;13/03/2020;3400949003303;oui;65%;34,96;35,98;1,02
61268422;3389961;5 ampoule(s) en verre brun de 10  ml;Présentation active;Déclaration de commercialisation;15/05/1997;3400933899615;oui;65%;2,13;3,15;1,02
61270455;3865172;5 sachet(s) papier aluminium polyacrylonitrile de 1 dispositif(s);Présentation active;Déclaration de commercialisation;02/04/2009;3400938651720;oui;65%;19,50;20,52;1,02
61270633;3017879;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;12/05/2021;3400930178799;oui;65%;7,20;8,22;1,02
61271518;3015281;plaquette(s) PVC aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;07/08/2019;3400930152812;oui;15%;1,29;2,31;1,02
61271735;3423474;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;19/09/1997;3400934234743;oui;65%;4,23;5,25;1,02
61272488;3960054;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;14/11/2011;3400939600543;oui;65%;3,64;4,66;1,02
61272488;3960108;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;14/11/2011;3400939601083;oui;65%;10,53;13,29;2,76
61273686;3014915;3 plaquettes PVC PVDC aluminium de 21 comprimés roses et de 7 comprimés blancs;Présentation active;Déclaration de commercialisation;16/04/2021;3400930149157;oui;65%;3,76;4,78;1,02
61275694;3788945;plaquette(s) PVC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;15/12/2008;3400937889452;oui;65%;3,95;4,97;1,02
61275694;3839281;plaquette(s) PVC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;24/09/2008;3400938392814;oui;65%;11,50;14,26;2,76
61276216;3782405;1 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2009;3400937824057;oui;65%;3,64;4,66;1,02
61276216;3782428;3 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2009;3400937824286;oui;65%;10,53;13,29;2,76
61276636;3014585;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;03/02/2020;3400930145852;oui;65%;5,15;6,17;1,02
61276718;2749854;plaquette(s) PVC PVDC aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;23/05/2014;3400927498541;oui;65%;22,56;23,58;1,02
61279479;3305390;1 flacon(s) polyéthylène transparent de 150 ml;Présentation active;Déclaration de commercialisation;19/09/1988;3400933053901;oui;65%;3,98;5,00;1,02
61282094;2234469;30 plaquette(s) polyamide aluminium PVC-Aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;05/07/2013;3400922344690;oui;65%;4,13;5,15;1,02
61282094;2234475;90 plaquette(s) polyamide aluminium PVC-Aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;15/05/2013;3400922344751;oui;65%;11,49;14,25;2,76
61282742;3012338;plaquette(s) OPA : polyamide orienté aluminium PVC de 10 comprimé(s);Présentation active;Déclaration de commercialisation;22/02/2019;3400930123386;oui;65%;6,52;7,54;1,02
61285820;3913132;30 récipient(s) unidose(s) polyéthylène de 0,3 ml;Présentation active;Déclaration de commercialisation;20/12/2010;3400939131320;oui;30%;3,37;4,39;1,02
61287223;3846022;plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;16/09/2009;3400938460223;oui;65%;53,53;54,55;1,02
61290319;4161527;plaquette(s) aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;26/02/2013;3400941615276;oui;65%;9,32;10,34;1,02
61290963;3674644;plaquette(s) thermoformée(s) PVC-Aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;31/03/2006;3400936746442;oui;65%;2,70;3,72;1,02
61294762;3622564;flacon(s) polyéthylène haute densité (PEHD) de 30 gélules avec fermeture de sécurité enfant;Présentation active;Déclaration de commercialisation;08/01/2004;3400936225640;oui;100%;153,06;154,08;1,02
61294933;2215928;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;08/11/2012;3400922159287;oui;65%;3,75;4,77;1,02
61294933;2215957;plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;07/05/2013;3400922159577;oui;65%;10,85;13,61;2,76
61296838;4900377;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;07/05/2020;3400949003778;oui;65%;8,01;9,03;1,02
61296838;4900378;plaquette(s) PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;04/06/2020;3400949003785;oui;65%;23,93;24,95;1,02
