Code_substance;nom_substance;dose_substance;nom_element_pharmaceutique;reference_dosage;nature_composant;num_liaison_SA_FT
11506;TRYPTOPHANE;0,43 g;solution;1000 ml;SA;17
11532;RAMIPRIL;10 mg;comprimé;un comprimé;SA;1
11572;ALPHA-AMYLCINNAMALDÉHYDE;0,015 mg;dispositif n°6 PANEL 1;un dispositif;SA;13
11583;TÉTRAMÉTHYLTHIURAME (DISULFURE DE);0,005 mg;dispositif n°24 PANEL 2;un dispositif;SA;140
11626;MIFÉPRISTONE;600 mg;comprimé;un comprimé;SA;1
11650;CIPROFIBRATE;100 mg;gélule;une gélule;SA;1
11673;URAPIDIL;50,00 mg;solution;une ampoule;FT;1
11760;NORDAZÉPAM;15 mg;comprimé;un comprimé;SA;1
11789;ISOFLURANE;qs un flacon;liquide;une seringue préremplie;SA;1
11803;SAPONARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;6 DH;granuléss;un comprimé;SA;1
11843;ZINCUM VALERIANICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;6 DH 5 mg;comprimé;un comprimé;SA;7
11935;TRIFLURIDINE;0,05 g;lyophilisat;un flacon;SA;1
12016;LOPRAZOLAM (MÉSILATE DE) MONOHYDRATÉ;1,245 mg;comprimé;un comprimé;SA;1
12019;SUMBULUS MOSCHATUS POUR PRÉPARATIONS HOMÉOPATHIQUES;6 DH (3ml);solution;30 ml de solution buvable;SA;9
12077;GNAPHALIUM DIOICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une gélule;SA;18
12123;BROMUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;5 ml de solution;SA;18
12155;PHOSPHATE DIPOTASSIQUE;1,62 g;solution;1000 ml;SA;22
12174;SULFUR IODATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;0,625 mg (4 CH);comprimé;un comprimé;SA;5
12225;MÉTHYLPHÉNIDATE;4,35 mg;gélule;une gélule;FT;1
12294;PALLADIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;5CH;granuléss;un comprimé;SA;5
12345;SECNIDAZOLE;2 g;granuléss;un sachet de 4,224 g;SA;1
12367;MATÉ VERT;0,36 g;plante(s);un sachet-dose;SA;4
12566;PARAFFINE LIQUIDE LÉGÈRE;28,73 g;poudre;100 g de poudre;SA;6
12662;PHOSPHATE DISODIQUE ANHYDRE;398 mg;comprimé;un comprimé;SA;2
12683;RHODODENDRON FERRUGINEUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;un comprimé;SA;14
12793;CLEMATIS VITALBA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une dose mesurée;SA;18
12855;NAPROXÈNE SODIQUE;550 mg;comprimé;un comprimé;SA;1
12870;ÉBASTINE;10 mg;comprimé;un comprimé;SA;1
12900;COFFEA CRUDA POUR PRÉPARATIONS HOMÉOPATHIQUES;5CH;granuléss;un comprimé;SA;1
12999;ZOPICLONE;7,50 mg;comprimé;un comprimé;SA;1
13002;CAUSTICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3 mL (6 DH);solution;30 ml de solution buvable en gouttes;SA;4
13009;LAPPA MAJOR POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un sachet de 10 mL;SA;17
13013;CALCIPOTRIOL;50 microgrammes;gel;1 g de gel;FT;1
13112;ALPRAZOLAM;1 mg;comprimé;un comprimé;SA;1
13229;SPONGIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;0,164 mg (6 CH);comprimé;un comprimé;SA;15
13234;ALFALFA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
13274;PRAZIQUANTEL;600 mg;comprimé;un comprimé;SA;1
13363;KATHON CG;0,0032 mg;dispositif n°17 PANEL 2;un dispositif;SA;100
13551;LILIUM TIGRINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH;granuléss;une gélule;SA;5
13556;PANCRÉATINE ;400 mg;gélule;une gélule;SA;1
13577;CHLORURE STANNEUX DIHYDRATÉ;4 mg;poudre;un flacon;SA;1
13581;USNEA BARBATA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une gélule;SA;18
13582;DESMOPRESSINE (ACÉTATE DE) TRIHYDRATÉ;150 microgrammes;solution;une dose;SA;1
13647;ACIDE ACÉTIQUE GLACIAL;2,7 g;solution d'acides aminés;500 ml;SA;17
13709;NICARDIPINE (CHLORHYDRATE DE);10 mg;solution;une ampoule;SA;1
13723;FLUOROMÉTHOLONE;0,10 g;collyre;100 g;SA;1
13794;LYCOPODIUM CLAVATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;un comprimé;SA;14
13835;CLOXACILLINE;500 mg;gélule;une gélule;FT;1
13861;TUSSILAGO FARFARA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;un comprimé;SA;18
13911;GLUCONATE DE SODIUM;5,02 g;solution;1 l;SA;5
13942;CITRATE DE TORÉMIFÈNE;60 mg;comprimé;un comprimé;SA;1
14049;BÉNAZÉPRIL (CHLORHYDRATE DE);5 mg;comprimé;un comprimé;SA;1
14116;AURUM MURIATICUM NATRONATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;17
14125;ESDÉPALLÉTHRINE;0,663 g;lotion;un flacon de 100 g;SA;1
14129;PÉFLOXACINE;400,00 mg;comprimé;un comprimé;FT;1
14134;PHOSPHATE MONOSODIQUE DIHYDRATÉ;2,496 g;émulsion;1000 ml;SA;24
14159;INDIUM [111 IN] (CHLORURE D');122 MBq à la date et heure de calibration;solution;1,1 ml;SA;1
14251;NÉOMYCINE;15 400 Ul;cône;un cône pour usage dentaire de 50 mg;FT;1
14306;CHLORHYDRATE DE QUINISOCAÏNE;0,5 g;crème;100 g;SA;6
14365;APOCYNUM CANNABINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;100 ml de solution;SA;18
14446;FUROATE DE MOMÉTASONE;400 microgrammes;poudre;une dose délivrée;SA;1
14672;LACTULOSE LIQUIDE;20 g;solution;un sachet de 15 ml;SA;1
14676;PAEONIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;1 mL de solution;SA;17
14743;OXYQUINOL;0,10 g;solution;100 ml de solution moussante;SA;9
14804;TEUCRIUM MARUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;1 ml de solution injectable;SA;18
14832;PYROPHOSPHATE DE SODIUM DÉCAHYDRATÉ;20,12 mg;poudre;1 flacon;SA;1
14967;CALCIUM (ALPHA CÉTO DL ISOLEUCINE DE);67,00 mg;comprimé;un comprimé;SA;12
15009;TIMOLOL;5 mg;collyre;1 mL de solution;FT;2
15075;ASCLEPIAS TUBEROSA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;comprimé;une gélule;SA;18
15078;THÉOPHYLLINE ANHYDRE;100 mg;comprimé;un comprimé;FT;1
15089;LACTICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un flacon;SA;18
15093;OLEA EUROPAEA POUR PREPARATIONS HOMEOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;1 mL de solution;SA;18
15244;BLEU DE PRUSSE INSOLUBLE;500 mg;gélule;une gélule;SA;1
15258;PETIT HOUX (EXTRAIT SEC DE);80 mg;comprimé;un comprimé;SA;1
15285;PIXANTRONE  (DIMALÉATE DE);50 mg;poudre;un flacon;SA;1
15304;LISINOPRIL ANHYDRE;5 mg;comprimé;un comprimé;FT;1
15313;DIPHTEROTOXINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une dose mesurée;SA;18
15325;RUTA GRAVEOLENS POUR PRÉPARATIONS HOMÉOPATHIQUES;3 ml (8 DH);solution;30 ml de solution buvable en gouttes;SA;7
15336;NYCKTERINIA CAPENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH;granuléss;un comprimé;SA;4
15369;POMALIDOMIDE;4 mg;gélule;une gélule;SA;1
15372;NORFLOXACINE;300 mg;collyre;100 ml;SA;1
15401;KETOTIFÈNE BASE;0,02 g;solution;100 ml;FT;2
15487;TICARCILLINE BASE;5,000 g;poudre;un flacon de 5,810 g;FT;1
15562;SUCCINATE DE SUMATRIPTAN;70 mg;comprimé;un comprimé;SA;1
15612;GADOBUTROL;604,72 mg;solution;1 mL de solution;SA;1
15614;PROTÉINES PLASMATIQUES HUMAINES ;45 - 70 mg;solution;1 ml de solution;SA;1
15646;PHOSPHATE DE TÉDIZOLID;200 mg;poudre;un flacon;SA;1
15686;MORPHINE;45 mg;comprimé;un comprimé;FT;2
15711;RIBAVIRINE;400 mg;comprimé;un comprimé;SA;1
15734;VALSARTAN;160 mg;comprimé;un comprimé;SA;1
15768;RHUS TOXICODENDRON POUR PRÉPARATIONS HOMÉOPATHIQUES;0,950 mg (6 DH);solution;1 mL de solution;SA;1
15911;CIBENZOLINE;130,00 mg;comprimé;un comprimé;FT;1
15921;EUGENIA JAMBOLANA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;1 mL de solution;SA;18
15945;SALICYLATE D'ÉSÉRIDINE MONOHYDRATÉ;4,689 mg;comprimé;un comprimé;SA;1
15954;INDINAVIR BASE;200 mg;gélule;une gélule;FT;7
15962;FERRUM PICRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
15988;INSULINE HUMAINE RECOMBINANTE ;100 UI;solution;1 ml;SA;1
16046;IMMUNOGLOBULINE HUMAINE ANTI-D ;200 microgrammes;solution;2 ml;SA;1
16152;PANCREINE POUR PRÉPARATIONS HOMÉOPATHIQUES;8 DH;granuléss;1 mL de solution;SA;14
16156;RHAPONTIC (RACINE DE);102 mg titrant au minimum 0,4 % en rhéine;gélule;une gélule;SA;2
16169;ATROPINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un comprimé;SA;18
16278;COLLINSONIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;3 ml (3 DH);solution;un flacon de 30 ml;SA;5
16279;NÉLARABINE;5 mg;solution;1 ml;SA;1
16292;HYDROXYÉTHYLAMIDON 200 000;60 g;solution;1000 ml;SA;1
16296;CHLORHYDRATE D'OLOPATADINE;1,11 mg;collyre;1 ml;SA;30
16319;EUGENIA JAMBOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une seringue préremplie;SA;18
16348;AESCULUS HIPPOCASTANUM, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4 %);crème;un comprimé;SA;18
16367;ACALABRUTINIB;100 mg;gélule;une gélule;SA;1
16458;CHLORHYDRATE D'ALIZAPRIDE;55,8 mg;comprimé;un comprimé;SA;2
16464;ISATUXIMAB ;20 mg;solution;1 mL solution;SA;1
16484;HORMONE FOLLICULO STIMULANTE ;75 UI;poudre;1 ml;FT;1
16488;ACETONUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;1 ml;SA;18
16496;BROMURE DE ROCURONIUM;10 mg;solution;1 ml;SA;1
16501;BUGRANE (EXTRAIT FLUIDE DE);0,0197 g;solution;100 ml;SA;8
16591;NIVOLUMAB ;10 mg;solution;1 ml de solution;SA;1
16617;MYRTUS COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un sachet;SA;18
16621;FLUORODOPA [18F];90 MBq;solution;1 mL;SA;1
16648;GOLIMUMAB ;50 mg;solution;une seringue préremplie;SA;1
16661;ARTICAÏNE (CHLORHYDRATE D');40 mg;solution;une cartouche de 1 ml;SA;7
16670;RAMUCIRUMAB ;10 mg;solution;1 ml de solution;SA;1
16703;SERUM ANTICOLIBACILLAIRE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;17
16736;TOLVAPTAN;15 mg;comprimé;un comprimé;SA;1
16749;ALBUMINE HUMAINE SÉRIQUE (SOLUTION D');0,5 mg;poudre;1 flacon;SA;1
16849;GABAPENTINE;400 mg;gélule;une gélule;SA;1
16860;ÉPOÉTINE BÊTA ;30000 UI;solution;une seringue préremplie de 0,6 ml;SA;1
16890;RAUWOLFIA SERPENTINA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;un comprimé;SA;18
16948;AMSACRINE;75 mg;poudre;un flacon;SA;1
16951;CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ;5,00 mg;comprimé;un comprimé;SA;1
17000;MILIEU DE CULTURE;160 mg dans 800mg de poudre;poudre;un sachet;SA;3
17010;ARISTOLOCHIA CLEMATITIS POUR PRÉPARATIONS HOMÉOPATHIQUES;13CH à 30CH et  26DH à 60DH;comprimé;un comprimé;SA;18
17048;NORELGESTROMINE;6 mg;dispositif;un dispositif;SA;2
17055;DURVALUMAB ;50 mg;solution;1 mL de solution;SA;1
17061;CEFPODOXIME;100 mg;comprimé;un comprimé;FT;1
17091;VIRUS DE L'HÉPATITE A SOUCHE HM175 INACTIVÉ ADSORBÉ ;720 U;suspension;0,5 ml de suspension injectable;SA;1
17098;TÉRIFLUNOMIDE;14 mg;comprimé;un comprimé;SA;1
17129;ERIGERON CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une gélule;SA;18
17150;GLUCOSE MONOHYDRATÉ;16,5 g;solution;100 ml de solution pour perfusion;SA;1
17194;CHLORHYDRATE DE BUPROPIONE;150 mg;comprimé;un comprimé;SA;1
17256;ÉFAVIRENZ;100 mg;gélule;une gélule;SA;6
17270;ALENDRONATE MONOSODIQUE MONOHYDRATÉ;11,6 mg;comprimé;un comprimé;SA;1
17283;ÉLEXACAFTOR;100 mg;comprimé;un comprimé;SA;1
17295;ALDESLEUKINE ;18 millions UI;poudre;1 ml de solution reconstituée;SA;1
17339;ESTERS ÉTHYLIQUES 90 D'ACIDES OMÉGA-3 ;1000 mg;capsule;une capsule;SA;1
17407;ÉSOMÉPRAZOLE;20 mg;comprimé;un comprimé;FT;1
17426;DEXTRAN 70;60 g;solution;1000 ml;SA;1
17436;CAJUPUTUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
17445;CHLORHYDRATE DE NILOTINIB MONOHYDRATÉ;165,45 mg;gélule;une gélule;SA;1
17477;FENTANYL;600 microgrammes;comprimé;un comprimé;FT;1
17513;TARENTULA HISPANA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une dose;SA;17
17537;SÉRUM D'ANGUILLE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
17561;PRUCALOPRIDE;2 mg;comprimé;un comprimé;FT;1
17563;ACÉTATE DE GLATIRAMÈRE;20 mg;solution;une seringue préremplie de 1 ml;SA;1
17575;CORALLIUM RUBRUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un ovule;SA;18
17590;FLURBIPROFÈNE SODIQUE DIHYDRATÉ;0,12 mg;collyre;un récipient unidose;SA;1
17624;SABAL SERRULATA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;un comprimé;SA;14
17637;BICALUTAMIDE;50,00 mg;comprimé;un comprimé;SA;1
17703;VERONICA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;80 microlitres;SA;18
17705;URTICA DIOÏCA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un flacon;SA;28
17723;OLANZAPINE;10 mg;comprimé;un comprimé;SA;1
17760;ORLISTAT;120 mg;gélule;une gélule;SA;10
17778;ARUM TRIPHYLLUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH;granuléss;un comprimé;SA;7
17878;LAMIVUDINE;150 mg;comprimé;un comprimé;SA;1
17883;OXALATE DE NALOXÉGOL;14,2 mg;comprimé;un comprimé;SA;1
17905;HUILE ESSENTIELLE D'AIGUILLES DE SAPIN DE SIBÉRIE DIT PIN DE SIBÉRIE;45 mg;sirop;100 ml de sirop;SA;8
18012;FLUORURE (18F) DE SODIUM;100 MBq;solution;1 mL;SA;1
18055;CHLORHYDRATE DE MÉTOCLOPRAMIDE ANHYDRE;15 mg;comprimé;un comprimé;SA;2
18063;MÉTHYLERGOMÉTRINE BASE;0,15 mg;solution;une ampoule;FT;1
18180;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 19F CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;2,2 microgrammes de polyoside pneumococcique;suspension;une dose (0,5 ml);SA;12
18207;RATANHIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;5 ml de suspension reconstituée;SA;17
18254;MODAFINIL;100 mg;comprimé;un comprimé;SA;1
18256;ESCHSCHOLTZIA CALIFORNICA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;un sachet-dose de 3000 mg;SA;14
18310;PICLOXYDINE BASE;0,0434 g;collyre;100 ml;FT;2
18343;SORBITOL LIQUIDE (CRISTALLISABLE);2,6790 g;solution;un récipent unidose;SA;4
18380;CHLORHYDRATE DE CARTÉOLOL;2 g;collyre;100 ml;SA;1
18408;CHLORHYDRATE DE MÉPIVACAÏNE;10 mg;solution;1 ml;SA;1
18411;EFMOROCTOCOG ALFA ;750 UI;poudre;un flacon;SA;1
18426;NÉVIRAPINE HÉMIHYDRATÉE;10,35 mg;suspension;1 ml;SA;1
18436;OSSEINE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 ml;SA;18
18454;CÉTRORÉLIX BASE;0,25 mg;poudre;un flacon;FT;1
18516;CUIVRE (GLUCONATE DE) DIHYDRATÉ;0,220 mg;comprimé;un comprimé;SA;5
18542;ANTHRACINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un sachet;SA;18
18614;EUPATORIUM PERFOLIATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2,222 mg (3 DH);comprimé;un comprimé;SA;7
18747;KÉTAMINE BASE;50,00 mg;solution;une ampoule;FT;1
18791;MERCURIUS SOLUBILIS POUR PRÉPARATIONS HOMÉOPATHIQUES;25 mg ( 8 DH);comprimé;un comprimé;SA;11
18793;LATRODECTUS MACTANS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une gélule;SA;18
18812;CHLORHYDRATE DE LÉVOBUNOLOL;0,5 g;collyre;100 ml;SA;1
18827;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ;1,5 mg;comprimé;un comprimé;SA;1
18842;GLUCAGON;3 mg;poudre;une dose;SA;1
18851;CHLORHYDRATE DE MITOXANTRONE;29,10 mg;solution;un flacon de 12,5 ml;SA;1
18867;DROSPIRÉNONE;3 mg;comprimé;un comprimé;SA;2
18884;ALUMEN POUR PRÉPARATIONS HOMÉOPATHIQUES;45 mg (4DH);comprimé;un comprimé;SA;3
18959;MELISSA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;1 ml de solution pour perfusion;SA;18
19001;TRACHYTE POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;un comprimé;SA;18
19022;DIHYDROGÉNOPHOSPHATE DE SODIUM ANHYDRE;132 mg;comprimé;un comprimé;SA;8
19034;MÉPOLIZUMAB ;100 mg;solution;un stylo prérempli de 1 mL;SA;1
19039;SULFATE DE CEFTOLOZANE;1,147 g;poudre;un flacon;SA;1
19045;ALCOOLAT DE GARRUS;11,62 g;sirop;100 g de sirop;SA;7
19075;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 23F (POLYOSIDES DE);25 microgrammes;solution;une dose de 0,5 ml;SA;22
19091;CEFTRIAXONE SODIQUE ANHYDRE;1,079 g;poudre;un flacon;SA;1
19141;VIRUS DE LA RAGE INACTIVÉ, SOUCHE FLURY LEP ;supérieur ou égal à 2,5 UI;poudre;une dose de 1 ml après reconstitution;SA;1
19143;TELLURIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;5 CH;granuléss;un comprimé;SA;18
19164;HELLEBORUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;100 g de gel;SA;18
19236;PARAFFINE LIQUIDE;2 g;crème;100 g;SA;11
19237;SAMBUCUS NIGRA POUR PRÉPARATIONS HOMÉOPATHIQUES;3 ml (3 DH);solution;30 ml de solution buvable en gouttes;SA;11
19402;PROTÉINE L1 RECOMBINANTE ADSORBÉE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 45 ;20 microgrammes;suspension;une dose de 0,5 ml;SA;7
19414;DOXYCYCLINE (HYCLATE DE);115,5 mg;solution;une ampoule de 5 ml;SA;2
19437;PIPÉRACILLINE SODIQUE;1,042 g;poudre;un flacon;SA;1
19473;BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES;60 mg (4 DH);comprimé;un comprimé;SA;3
19476;POVIDONE;2,40 mg;collyre;un récipient unidose;SA;6
19481;MÉGESTROL (ACÉTATE DE);160 mg;comprimé;un comprimé;SA;1
19483;TUCATINIB;50 mg;comprimé;un comprimé;SA;1
19486;ABROTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;crème;1 ml de solution injectable;SA;15
19508;GLYCÉROPHOSPHATE DE SODIUM HYDRATÉ;1,91 g;émulsion;1000 ml d'émulsion reconstituée;SA;21
19514;HYDROGÈNE (PEROXYDE D'), SOLUTION DE, À 3 POUR CENT;qsp 100 ml;solution;une dose mesurée;SA;1
19551;SARSAPARILLA POUR PRÉPARATIONS HOMÉOPATHIQUES;6 DH;granuléss;un comprimé;SA;3
19558;DOXÉPINE;10 mg;comprimé;un comprimé;FT;1
19576;HYPROMELLOSE;1,60 mg;collyre;un récipient unidose;SA;1
19605;FRÉMANEZUMAB ;225 mg;solution;une seringue pré-remplie;SA;1
19692;NEISSERIA MENINGITIDIS DU GROUPE A (OLIGOSIDE DE) CONJUGUÉ À LA PROTÉINE CRM197;10 microgrammes d'oligoside de Neisseria meningitidis du groupe A;poudre;0,5 ml de vaccin reconstitué;SA;1
19698;MYCOPHÉNOLATE MOFÉTIL;500 mg;comprimé;un comprimé;SA;1
19743;PROTÉINE L1 RECOMBINANTE ADSORBÉE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 6 ;30 microgrammes;suspension;une dose de 0,5 ml;SA;4
19745;NITRATE DE FENTICONAZOLE;2 g;crème;100 g de crème;SA;1
19757;CÉFAZOLINE BASE;1 g;poudre;un flacon;FT;1
19770;GINKGO (EXTRAIT SEC RAFFINÉ ET QUANTIFIÉ DE);40 mg;comprimé;un comprimé;SA;1
19809;ATORVASTATINE;40 mg;comprimé;un comprimé;FT;1
19859;CHLORHYDRATE DE NÉFOPAM;20 mg;solution;une ampoule de 2 ml;SA;1
19872;NATALIZUMAB ;150 mg;solution;1 mL de solution;SA;1
19874;HUILE D'OLIVE RAFFINÉE;50 g;émulsion;1000 ml d'émulsion pour perfusion;SA;3
19922;NUSINERSEN;12 mg;solution;un flacon de 5 mL;FT;1
19933;CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;un comprimé;SA;14
19944;PALIPÉRIDONE;350 mg;suspension;une seringue préremplie;FT;1
20030;PACLITAXEL;6 mg;solution;1 ml de solution à diluer pour perfusion;SA;1
20038;ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;17
20052;TOXINE BOTULINIQUE TYPE A ;500 U Speywood;poudre;un flacon;SA;1
20134;EPIPHYSE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH (crème à 4 %);crème;1 g de pommade;SA;18
20245;VIRUS POLIOMYÉLITIQUE SOUCHE SAUKETT DE TYPE 3 INACTIVÉ ;32 U.D;suspension;0,50 ml;SA;7
20256;CHLORHYDRATE DE VENLAFAXINE;42,43 mg;gélule;une gélule;SA;1
20262;ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE G1 (VIVANT) ;au minimum 2 200 000 UI;solution;une dose de 2 ml;SA;1
20386;ÉTILSULFATE DE MÉCÉTRONIUM;0,2 g;solution;100 g;SA;9
20394;MINOXIDIL;2,0 g;solution;100 ml de solution pour application cutanée;SA;1
20433;PONATINIB;30 mg;comprimé;un comprimé;FT;1
20441;CLOTIAZÉPAM;5 mg;comprimé;un comprimé;SA;1
20515;PROTÉINE DE FUSION RECOMBINANTE NHBA DE NEISSERIA MENINGITIDIS GROUPE B ;50 microgrammes;suspension;0,50 ml;SA;1
20540;ACARBOSE;100 mg;comprimé;un comprimé;SA;1
20638;BILINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;40 mg (8DH);comprimé;un comprimé;SA;2
20653;VIOLA TRICOLOR POUR PRÉPARATIONS HOMÉOPATHIQUES;3 CH;granuléss;un comprimé;SA;5
20676;PROTEINE DIPHTERIQUE CRM 197;12,5 - 25 microgrammes;suspension;une dose de 0,5 ml;SA;2
20740;SITAGLIPTINE;50 mg;comprimé;un comprimé;FT;1
20754;PIVMÉCILLINAM (CHLORHYDRATE DE);200 mg;comprimé;un comprimé;SA;1
20789;TRIGLYCÉRIDES D'ACIDES OMÉGA-3 ;4 g;émulsion;1000 ml;SA;28
20819;URTICA URENS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
20833;GLYCERINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une gélule;SA;18
20850;POLYGONUM AVICULARE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un comprimé;SA;18
20863;ALMINOPROFÈNE;300 mg;comprimé;un comprimé;SA;1
20879;LACTATE DE MAGNÉSIUM DIHYDRATÉ;470 mg;comprimé;un comprimé;SA;1
20884;GLYCOPYRRONIUM;50 microgrammes;poudre;une gélule;FT;2
20890;TOPIRAMATE;50,00 mg;comprimé;un comprimé;SA;1
20900;OXALATE D'IVABRADINE;5,961 mg;comprimé;un comprimé;SA;1
20915;IRINOTÉCAN (CHLORHYDRATE D') TRIHYDRATÉ;20 mg;solution;1 mL de solution;SA;1
20950;PIPAMPÉRONE BASE;4,000 g;solution;100 ml;FT;1
