CodeCIS;Denomination_medicament;Forme_pharmaceutique;Voie_administration;Type_procédure_AMM;Date_AMM ;Titulaire(s);Surveillance_renforcée
61181501;ZORYON 40 mg, sirop;sirop;orale;Procédure nationale;27/12/2018; ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS - AP-HP;Non
61181985;ECONAZOLE MYLAN 1%, émulsion pour application cutanée;émulsion pour application;cutanée;Procédure nationale;11/10/2006; MYLAN SAS;Non
61182432;EBIXA 5 mg/pression, solution buvable;solution buvable;orale;Procédure centralisée;15/05/2002; LUNDBECK (DANEMARK);Non
61182628;METFORMINE BLUEFISH 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;15/04/2009; BLUEFISH PHARMACEUTICALS (SUEDE);Non
61182724;CELSENTRI 300 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;18/09/2007; VIIV HEALTHCARE UK (ROYAUME-UNI);Non
61183089;VOGALIB 7,5 mg SANS SUCRE, lyophilisat oral édulcoré à l'aspartam;lyophilisat;orale;Procédure nationale;22/01/2004; TEVA SANTE;Non
61183406;FLECTOREFFIGEL 1 %, gel;gel;cutanée;Procédure nationale;17/04/2014; IBSA PHARMA SAS;Non
61183477;VALACICLOVIR ALTER 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;04/03/2008; LABORATOIRES ALTER;Non
61183947;DAPTOMYCINE ACCORD 500 mg, poudre pour solution injectable/pour perfusion;poudre pour solution injectable ou pour perfusion;intraveineuse;Procédure décentralisée;15/09/2017; ACCORD HEALTHCARE FRANCE;Non
61184700;TOPIRAMATE ACCORD 25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;22/07/2013; ACCORD HEALTHCARE FRANCE;Non
61184814;DASATINIB TEVA SANTE 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;24/12/2019; TEVA (PAYS-BAS);Non
61185670;OMACOR, capsule molle;capsule molle;orale;Autorisation d'importation parallèle;26/11/2013; DIFARMED (ESPAGNE);Non
61186345;CURARE BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);16/11/2017; BOIRON;Non
61186427;MERCURIUS CORROSIVUS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);04/05/2010; LEHNING;Non
61186758;STALEVO 175 mg/43,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;24/08/2011; ORION CORPORATION;Non
61187454;XYBILUN 75 mg, film orodispersible;film orodispersible;orale;Procédure décentralisée;20/09/2017; LABORATOIRES GENEVRIER;Non
61187835;ENBREL 25 mg, solution injectable en stylo pré-rempli;solution injectable;sous-cutanée;Procédure centralisée;18/12/2017; PFIZER EUROPE MA EEIG (BELGIQUE);Non
61189163;INHIXA 4 000 UI (40 mg) dans 0,4 ml, solution injectable en seringue préremplie;solution injectable;intraveineuse,sous-cutanée,voie extracorporelle autre;Procédure centralisée;15/09/2016; TECHDOW PHARMA NETHERLANDS (PAYS-BAS);Non
61189195;IVHEBEX 5000 UI/100 mL, poudre et solvant pour solution pour perfusion;poudre et  solvant pour solution pour perfusion;intraveineuse;Procédure de reconnaissance mutuelle;31/05/2001; LFB-BIOMEDICAMENTS;Non
61189551;INDIGO BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);30/08/2019; BOIRON;Non
61190991;SEVELAMER CARBONATE MYLAN PHARMA 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;12/02/2015; MYLAN SAS;Non
61191926;BETAHISTINE ARROW 8 mg, comprimé;comprimé;orale;Procédure nationale;11/07/2011; ARROW GENERIQUES;Non
61192519;FINASTERIDE TEVA 1 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;16/09/2011; TEVA SANTE;Non
61192704;RALOXIFENE EG 60 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;08/06/2012; EG LABO - LABORATOIRES EUROGENERICS;Non
61192750;IMRALDI 40 mg, solution injectable en seringue préremplie;solution injectable;sous-cutanée;Procédure centralisée;24/08/2017; SAMSUNG BIOEPIS NL (PAYS-BAS);Oui
61193553;OMEPRAZOLE BIOGARAN CONSEIL 20 mg, gélule gastro-résistante;gélule gastro-résistant(e);orale;Procédure nationale;24/11/2003; BIOGARAN;Non
61193788;KANJINTI 420 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Procédure centralisée;16/05/2018; AMGEN EUROPE;Oui
61194947;CINACALCET EVOLUGEN 60 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;31/10/2017; EVOLUPHARM;Non
61196357;LEVETIRACETAM ACCORD 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;03/10/2011; ACCORD HEALTHCARE (ESPAGNE);Non
61196720;HEXVIX 85 mg, poudre et solvant pour solution intravésicale;poudre et  solvant pour solution;intravésicale;Procédure de reconnaissance mutuelle;12/08/2005; PHOTOCURE ASA;Non
61197199;KALIUM BICHROMICUM LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);04/11/2015; LEHNING;Non
61197676;ROPINIROLE TEVA 1 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;11/03/2009; TEVA SANTE;Non
61198689;OXYBUTYNINE ACCORD 5 mg, comprimé sécable;comprimé sécable;orale;Procédure décentralisée;16/11/2012; ACCORD HEALTHCARE FRANCE;Non
61198803;AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1);poudre pour suspension buvable;orale;Procédure nationale;13/02/2013; ZYDUS FRANCE;Non
61200414;IRBESARTAN ARROW 75 mg, comprimé;comprimé;orale;Procédure de reconnaissance mutuelle;22/07/2013; ARROW GENERIQUES;Non
61201295;BUPIVACAINE ACCORD 5 mg/mL, solution injectable;solution injectable;infiltration,intra-articulaire,péridurale,périneurale;Procédure décentralisée;05/06/2018; ACCORD HEALTHCARE FRANCE;Non
61201498;PERINDOPRIL TOSILATE/INDAPAMIDE TEVA 5 mg/1,25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure décentralisée;11/12/2014; TEVA SANTE;Non
61201943;CALCIUM VITAMINE D3 EG 500 mg/400 UI, comprimé à croquer ou à sucer;comprimé à croquer ou à sucer;orale;Procédure nationale;06/03/2001; EG LABO - LABORATOIRES EUROGENERICS;Non
61203570;FENTANYL BIOGARAN 300 microgrammes, comprimé sublingual;comprimé;sublinguale;Procédure nationale;14/01/2021; BIOGARAN;Non
61203595;IVABRADINE ARROW 5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure décentralisée;06/10/2017; ARROW GENERIQUES;Non
61204067;VERONICA OFFICINALIS,décocté WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; crème et solution et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);11/04/2019; WELEDA;Non
61206381;ROPINIROLE MYLAN 0,50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;16/04/2008; MYLAN SAS;Non
61206641;SOVALDI 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;16/01/2014; GILEAD SCIENCES IRELAND UC (IRLANDE);Oui
61207871;MIANSERINE SANDOZ 30 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;06/07/2001; SANDOZ;Non
61208902;LACTULOSE SANDOZ 10 g, solution buvable en sachet-dose;solution buvable;orale,rectale;Procédure nationale;15/11/2001; SANDOZ;Non
61209648;PAPAVER RHOEAS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);29/01/2021; BOIRON;Non
61210508;BISOPROLOL REF 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure décentralisée;08/04/2021; BIOGARAN;Non
61211663;BINOCRIT 5000 UI/0,5 ml, solution injectable en seringue pré-remplie;solution injectable;intraveineuse,sous-cutanée;Procédure centralisée;28/08/2007; SANDOZ (AUTRICHE);Non
61211784;REPAGLINIDE KRKA 1 mg, comprimé;comprimé;orale;Procédure centralisée;04/11/2009; KRKA (SLOVENIE);Non
61212345;STAPHYLOTOXINUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre;orale,sublinguale;Enreg homéo (Proc. Nat.);17/06/2020; BOIRON;Non
61212968;PHOSPHORUS BOIRON, degré de dilution compris entre 5CH à 30CH et 10DH à 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);17/12/2019; BOIRON;Non
61212982;RABEPRAZOLE SUN 10 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);orale;Procédure décentralisée;31/10/2012; SUN PHARMA FRANCE;Non
61213155;ANACARDIUM ORIENTALE WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);03/11/2009; WELEDA;Non
61214054;JUGLANS REGIA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);15/03/2013; BOIRON;Non
61214570;ESCITALOPRAM RANBAXY 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;09/04/2014; RANBAXY PHARMACIE GENERIQUES;Non
61214830;NALBUPHINE RENAUDIN 20 mg/2 ml, solution injectable;solution injectable;intramusculaire,intraveineuse,sous-cutanée;Procédure nationale;14/12/2001; LABORATOIRE RENAUDIN;Non
61215042;CASPOFUNGINE MYLAN 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Procédure décentralisée;08/01/2018; MYLAN SAS;Non
61217495;PRITORPLUS 40 mg/12,5 mg, comprimé;comprimé;orale;Procédure centralisée;22/04/2002; BAYER PHARMA (ALLEMAGNE);Non
61219877;BISMUTHUM WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;granulés et  poudre et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);11/02/2011; WELEDA;Non
61221166;RISPERIDONE TEVA 1 mg, comprimé orodispersible;comprimé orodispersible;orale;Procédure nationale;03/04/2009; TEVA SANTE;Non
61221853;DISCI LUMBALES BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);05/05/2020; BOIRON;Non
61223605;DESLORATADINE BIOGARAN 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;02/09/2011; BIOGARAN;Non
61223740;COSIMPREL 10 mg/5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/08/2016; LES LABORATOIRES SERVIER;Non
61224956;ARKOGELULES ORTHOSIPHON, gélule;gélule;orale;Enreg phyto (Proc. Nat.);03/01/2018; ARKOPHARMA;Non
61225182;ACIDE URSODESOXYCHOLIQUE BIOGARAN 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;10/04/2020; BIOGARAN;Non
61226028;MEROPENEM KABI 1 g, poudre pour solution injectable ou pour perfusion;poudre pour solution injectable ou pour perfusion;intraveineuse;Procédure nationale;06/12/2011; FRESENIUS KABI FRANCE;Non
61226754;ESCITALOPRAM TEVA 20 mg, comprimé pelliculé sécable;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;09/04/2014; TEVA SANTE;Non
61229120;OLANZAPINE ZYDUS 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;14/05/2010; ZYDUS FRANCE;Non
61229914;DULCAMARA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);15/03/2013; WELEDA;Non
61229953;CLOFARABINE MYLAN 1 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Procédure décentralisée;29/12/2017; MYLAN SAS;Non
61230539;CIPROFLOXACINE ALTER 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;07/04/2005; LABORATOIRES ALTER;Non
61231445;CYCLO 3, crème;crème;cutanée;Enreg phyto (Proc. Nat.);23/12/2013; PIERRE FABRE MEDICAMENT;Non
61232223;NOVORAPID FLEXPEN 100 unités/ml, solution injectable en stylo prérempli;solution injectable;intraveineuse,sous-cutanée;Procédure centralisée;15/01/2001; NOVO NORDISK (DANEMARK);Non
61233389;OCALIVA 5 mg, comprimé;comprimé pelliculé;orale;Procédure centralisée;12/12/2016; INTERCEPT PHARMA (ROYAUME-UNI);Non
61234861;BIVALIRUDINE ACCORD 250 mg, poudre pour solution à diluer pour solution injectable/pour perfusion;poudre pour solution à diluer injectable ou pour perfusion;intraveineuse;Procédure décentralisée;15/01/2018; ACCORD HEALTHCARE FRANCE;Non
61237448;SYMBICORT TURBUHALER 200 microgrammes/6 microgrammes par dose, poudre pour inhalation;poudre pour inhalation;inhalée;Procédure de reconnaissance mutuelle;12/03/2001; ASTRAZENECA;Non
61237544;DASATINIB BIOGARAN 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;13/01/2021; BIOGARAN;Non
61238347;INEGY 10 mg/40 mg, comprimé;comprimé;orale;Autorisation d'importation parallèle;30/04/2019; BB FARMA (ITALIE);Non
61240145;MISOONE 400 microgrammes, comprimé sécable;comprimé sécable;orale;Procédure décentralisée;03/05/2013; EXELGYN;Non
61241069;TADALAFIL ACCORD 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;17/07/2017; ACCORD HEALTHCARE FRANCE;Non
61243351;OXYCODONE BIOGARAN LP 10 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Procédure décentralisée;22/05/2014; BIOGARAN;Non
61243650;ERIODICTYON CALIFORNICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);29/01/2020; BOIRON;Non
61245968;TRINITRINE MYLAN 10 mg/24 heures, dispositif transdermique;dispositif;transdermique;Procédure nationale;31/05/2001; MYLAN SAS;Non
61246828;AMOXICILLINE/ACIDE CLAVULANIQUE TEVA 1 g/ 125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1);poudre pour suspension buvable;orale;Procédure nationale;18/03/2014; TEVA SANTE;Non
61246956;RUMEX CRISPUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);08/08/2013; WELEDA;Non
61247556;CLOZAPINE TEVA 100 mg, comprimé sécable;comprimé sécable;orale;Procédure décentralisée;17/10/2017; TEVA SANTE;Non
61248124;FOSINOPRIL BIOGARAN 20 mg, comprimé;comprimé;orale;Procédure nationale;24/07/2009; BIOGARAN;Non
61249824;IBUPROFENE ARROW 200 mg, comprimé enrobé;comprimé enrobé;orale;Procédure nationale;03/07/2001; ARROW GENERIQUES;Non
61251960;MEROPENEM ARROW LAB 500 mg, poudre pour solution injectable/pour perfusion;poudre pour solution injectable ou pour perfusion;intraveineuse;Procédure nationale;05/05/2017; ARROW GENERIQUES;Non
61252279;RISPERIDONE EG 4 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;30/11/2006; EG LABO - LABORATOIRES EUROGENERICS;Non
61253089;LEFLUNOMIDE ZENTIVA 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;08/01/2010; ZENTIVA (REPUBLIQUE TCHEQUE);Non
61253153;RUCONEST 2100 U, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Procédure centralisée;11/01/2017; PHARMING GROUP (PAYS-BAS);Non
61255179;MIGLUSTAT GEN.ORPH 100 mg, gélule;gélule;orale;Procédure centralisée;10/11/2017; GEN.ORPH;Non
61256530;IBUPROFENE B. BRAUN 400 mg/100 mL, solution pour perfusion;solution pour perfusion;intraveineuse;Procédure décentralisée;08/06/2018; B BRAUN MELSUNGEN;Non
61257269;LOPERAMIDE ALMUS 2 mg, gélule;gélule;orale;Procédure nationale;12/11/2010; BIOGARAN;Non
61258798;VALGANCICLOVIR ZENTIVA 450 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;28/09/2016; ZENTIVA FRANCE;Non
61259277;IRBESARTAN ZENTIVA 300 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;19/01/2007; SANOFI-AVENTIS GROUPE;Non
61262686;SILDENAFIL MYLAN 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;19/01/2011; MYLAN SAS;Non
61263838;BRYONIA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);06/04/2011; LEHNING;Non
61266453;STICTA PULMONARIA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);18/09/2013; WELEDA;Non
61267758;FENTANYL SANDOZ 100 microgrammes, comprimé sublingual;comprimé;sublinguale;Procédure décentralisée;02/06/2020; SANDOZ;Non
61268098;XEROQUEL LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Autorisation d'importation parallèle;09/07/2019; PHARMA LAB;Non
61270455;MATRIFEN 50 microgrammes/heure, dispositif transdermique;dispositif;transdermique;Procédure de reconnaissance mutuelle;25/06/2008; TAKEDA FRANCE;Non
61270633;AMIODARONE ARROW LAB 200 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;28/05/2019; ARROW GENERIQUES;Non
61271062;ONDANSETRON KABI 2 mg/ml, solution injectable;solution injectable;intraveineuse;Procédure nationale;04/10/2010; FRESENIUS KABI FRANCE;Non
61271518;ZOPICLONE ARROW LAB 3,75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;04/07/2018; ARROW GENERIQUES;Non
61272488;VALSARTAN/HYDROCHLOROTIAZIDE TEVA 160 mg/25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;15/09/2009; TEVA SANTE;Non
61273686;ASTERLUNA CONTINU 100 microgrammes/20 microgrammes, comprimé pelliculé;comprimé pelliculé ;orale;Procédure décentralisée;01/06/2018; EXELTIS HEALTHCARE (ESPAGNE);Non
61275694;SIMVASTATINE SANDOZ 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure de reconnaissance mutuelle;07/03/2007; SANDOZ;Non
61276216;BIPRETERAX 5 mg/1,25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;13/02/2007; LES LABORATOIRES SERVIER;Non
61276636;ESCITALOPRAM ARROW LAB 15 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure décentralisée;13/04/2018; ARROW GENERIQUES;Non
61276718;LEVETIRACETAM ZYDUS 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;31/01/2014; ZYDUS FRANCE;Non
61276928;AESCULUS COMPOSE;granulés;orale,sublinguale;Enreg homéo (Proc. Nat.);13/05/2020; BOIRON;Non
61278936;ACCUSOL 35 POTASSIUM 4 mmol/l, solution pour hémofiltration, hémodialyse et hémodiafiltration;solution et  solution pour hémofiltration pour hémodialyse et pour hémodiafiltration;hémodialyse,hémofiltration;Procédure de reconnaissance mutuelle;15/05/2006; NIKKISO BELGIUM (BELGIQUE);Non
