CodeCIP7;Libelle_presentation;date_commercialisation;Agrément_collectivités ;Taux_remboursement;prix_min;Prix_max;difference_tarifiaire_entre_min_et_max;CodeCIS
2732859;plaquette(s) PVC-Aluminium de 90 comprimé(s);13/08/2013;oui;65%;14,72;17,48;2,76;61846762
3008105;1 plaquette(s) PVC-Aluminium de 21 comprimé(s);05/03/2018;oui;65%;1,59;2,61;1,02;61848286
3008106;3 plaquette(s) PVC-Aluminium de 21 comprimé(s);05/03/2018;oui;65%;3,76;4,78;1,02;61848286
2677712;plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s);20/05/2014;oui;65%;97,66;98,68;1,02;61849146
4993742;plaquette(s) aluminium de 7 comprimé(s);16/01/2014;oui;65%;11,78;12,8;1,02;61849961
3612258;plaquette(s) PVC-Aluminium de 30 comprimé(s);04/06/2009;oui;65%;1,73;2,75;1,02;61850725
3612287;plaquette(s) PVC-Aluminium de 90 comprimé(s);12/06/2009;oui;65%;4,32;5,34;1,02;61850725
3603590;1 flacon(s) en verre brun de 6,6 g avec cuillère-mesure en polypropylène;04/03/2003;oui;65%;1,49;2,51;1,02;61850771
3549086;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);11/01/2001;oui;65%;2,66;3,68;1,02;61852676
2670868;plaquette(s) polyamide aluminium PVC-Aluminium de 12 comprimé(s);22/04/2016;oui;65%;13,11;14,13;1,02;61854766
3393307;plaquette(s) thermoformée(s) PVC-aluminium avec distributeur de 60  dose(s);17/09/2001;oui;65%;6,71;7,73;1,02;61856322
4900271;plaquette(s) aluminium de 60 capsule(s);10/02/2021;oui;100%;190,15;191,17;1,02;61857901
3000799;flacon(s) polyéthylène haute densité (PEHD) de 16 gélule(s);21/01/2016;oui;65%;1,07;2,09;1,02;61858273
3627550;plaquette(s) thermoformée(s) PVC-Aluminium de 16  gélule(s);30/03/2004;oui;65%;1,07;2,09;1,02;61858273
2202038;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);04/05/2012;oui;65%;3,75;4,77;1,02;61858743
2230017;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);21/01/2013;oui;65%;4,13;5,15;1,02;61859603
2230069;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);21/01/2013;oui;65%;11,49;14,25;2,76;61859603
3003943;flacon(s) polyéthylène haute densité (PEHD) de 100 comprimé(s);14/04/2016;oui;65%;48,62;49,64;1,02;61863085
3857244;2 plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 14 comprimé(s);03/03/2010;oui;65%;15,89;16,91;1,02;61871331
3851106;5 cartouche(s) en verre de 3 ml dans stylo jetable KwikPen;07/05/2009;oui;65%;33,99;35,01;1,02;61872223
3889505;plaquette(s) aluminium de 21 comprimé(s);12/04/2012;oui;65%;3,28;4,3;1,02;61872287
2699062;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 30 comprimé(s);21/08/2013;oui;65%;3,75;4,77;1,02;61872390
2699091;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 90 comprimé(s);21/08/2013;oui;65%;10,85;13,61;2,76;61872390
3887386;plaquette(s) PVC-Aluminium de 7 comprimé(s);01/02/2010;oui;65%;11,78;12,8;1,02;61872472
3001642;4 seringue(s) préremplie(s) en verre de 0,8 ml avec 8 tampon(s) alcoolisé(s);04/04/2016;oui;65%;65,81;66,83;1,02;61872547
3639464;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);09/08/2012;oui;65%;5;6,02;1,02;61874594
3964170;5 sachet(s) polytéréphtalate (PET) aluminium P-A-M-éthylène (SURLYN) avec fermeture de sécurité enfant de 1 dispositif(s) avec système de récupération;08/01/2010;oui;65%;19,5;20,52;1,02;61876289
3019221;plaquette(s) PVC aluminium de 60 comprimé(s);22/01/2021;oui;100%;104,95;105,97;1,02;61876780
4974615;plaquette(s) thermoformée(s) de 4 comprimé(s);02/08/2018;oui;65%;9,22;10,24;1,02;61878240
4974638;plaquette(s) thermoformée(s) de 12 comprimé(s);02/08/2018;oui;65%;27,32;30,08;2,76;61878240
2802577;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);29/09/2017;oui;65%;1,7;2,72;1,02;61879666
2213421;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 28 comprimé(s);26/07/2012;oui;30%;3,85;4,87;1,02;61881763
2219435;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 14 comprimé(s);26/07/2012;oui;30%;2,1;3,12;1,02;61881763
3005958;plaquette(s) PVC polyéthylène PVDC aluminium de 14 comprimé(s);09/03/2017;oui;30%;2,1;3,12;1,02;61881763
3005960;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);22/03/2017;oui;30%;3,85;4,87;1,02;61881763
2206272;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);06/08/2012;oui;65%;2,55;3,57;1,02;61883586
2206303;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);06/08/2012;oui;65%;6,67;9,43;2,76;61883586
3830771;plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s);23/05/2008;oui;65%;1,88;2,9;1,02;61884211
2762961;plaquette(s) aluminium de 30 comprimé(s);12/05/2017;oui;65%;3,75;4,77;1,02;61885726
2762984;plaquette(s) aluminium de 90 comprimé(s);12/05/2017;oui;65%;10,85;13,61;2,76;61885726
3604307;1 flacon(s) polyéthylène de 250  ml;11/08/2003;oui;15%;2,57;3,59;1,02;61889112
4901289;plaquette(s) thermoformée(s) de 30 comprimé(s);08/10/2013;oui;30%;10,9;11,92;1,02;61889938
3810857;plaquette(s) aluminium de 15 gélule(s);12/12/2007;oui;65%;2,87;3,89;1,02;61891533
3810886;plaquette(s) aluminium de 30 gélule(s);12/12/2007;oui;65%;5,38;6,4;1,02;61891533
3011144;30 plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé(s);18/10/2018;oui;65%;7,37;8,39;1,02;61892457
3011148;90 plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé(s);29/05/2019;oui;65%;21,9;24,66;2,76;61892457
4170420;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);28/07/2015;oui;65%;1,99;3,01;1,02;61893438
3010206;3 plaquette(s) aluminium de 10 comprimé(s);26/04/2018;oui;65%;155,22;156,24;1,02;61894006
4900285;30 sachet(s) papier aluminium polyéthylène de 8 g;25/10/2019;oui;65%;5,29;6,31;1,02;61896199
4900286;90 sachet(s) papier aluminium polyéthylène de 8 g;27/04/2020;oui;65%;14,99;17,75;2,76;61896199
3507219;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);07/02/2000;oui;15%;2,65;3,67;1,02;61896847
3011562;plaquette(s) aluminium de 30 comprimé(s);11/01/2021;oui;65%;3,75;4,77;1,02;61897454
3011566;plaquette(s) aluminium de 90 comprimé(s);11/01/2021;oui;65%;10,85;13,61;2,76;61897454
3531442;plaquette(s) PVC-Aluminium de 30 comprimé(s);10/08/2009;oui;65%;4,13;5,15;1,02;61897671
3009297;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 10 gélule(s);05/12/2017;oui;30%;8,38;9,4;1,02;61897792
3605703;1 flacon(s) en verre de 1079,27  mg - 1 ampoule(s) en verre de 10  ml;26/03/2003;oui;65%;6,12;7,14;1,02;61901618
2678410;plaquette(s) thermoformée(s) aluminium PVC PVDC de 60 comprimé(s);14/01/2014;oui;65%;62,4;63,42;1,02;61902218
3808725;plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s);03/06/2008;oui;65%;7,8;8,82;1,02;61904023
3808731;plaquette(s) thermoformée(s) PVC PVDC aluminium de 14 comprimé(s);03/06/2008;oui;65%;10,89;11,91;1,02;61904023
2738394;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);18/03/2014;oui;65%;3,75;4,77;1,02;61904639
2738402;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);18/03/2014;oui;65%;10,85;13,61;2,76;61904639
3015337;1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 30 gélule(s);05/09/2019;oui;100%;160,22;161,24;1,02;61907293
4166134;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);23/09/2011;oui;65%;23,52;24,54;1,02;61907585
3013159;plaquette(s) PVC PVDC aluminium de 56 gélule(s);04/09/2018;oui;65%;4,55;5,57;1,02;61911861
3013160;plaquette(s) PVC PVDC aluminium de 84 gélule(s);04/09/2018;oui;65%;6,7;7,72;1,02;61911861
3670534;plaquette(s) PVC-Aluminium de 20 comprimé(s);07/06/2005;oui;65%;4,51;5,53;1,02;61912415
3563442;plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);07/01/2002;oui;65%;10,48;11,5;1,02;61913385
4900282;1 tube(s) aluminium de 15 g;25/10/2019;oui;30%;2,83;3,85;1,02;61919121
4199286;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);25/01/2012;oui;30%;2,95;3,97;1,02;61920248
2190625;plaquette(s) thermoformée(s) PVC PVDC aluminium de 60 comprimé(s);10/09/2012;oui;65%;21,3;22,32;1,02;61923340
2665790;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);24/09/2015;oui;65%;4,1;5,12;1,02;61923511
2665844;plaquette(s) polyamide aluminium PVC-Aluminium de 84 comprimé(s);19/05/2015;oui;65%;11,96;14,72;2,76;61923511
3018125;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);10/03/2021;oui;100%;37,34;38,36;1,02;61924200
3963006;plaquette(s) PVC-Aluminium de 30 comprimé(s);21/01/2010;oui;15%;4,74;5,76;1,02;61924474
3614145;plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 28  comprimé(s);01/09/2003;oui;65%;4,71;5,73;1,02;61926087
3728742;plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 84 comprimé(s);23/12/2008;oui;65%;13,92;16,68;2,76;61926087
3971193;1 flacon(s) en verre de 1,8 ml avec pompe(s) doseuse(s);28/04/2010;oui;65%;56,79;57,81;1,02;61926183
2214260;plaquette(s) PVC PVDC aluminium de 20 comprimé(s);25/09/2013;oui;65%;2,83;3,85;1,02;61927417
4962090;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);02/05/2012;oui;65%;3,75;4,77;1,02;61928896
4962121;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);02/05/2012;oui;65%;10,85;13,61;2,76;61928896
2780953;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);02/06/2014;oui;65%;4,81;5,83;1,02;61931796
3616670;plaquette(s) PVC PVDC aluminium de 10 comprimé(s);24/09/2003;oui;65%;7,11;8,13;1,02;61932026
3942381;1 sachet(s) papier polyéthylène aluminium de 8 g;16/09/2010;oui;65%;4,21;5,23;1,02;61935264
3646903;"2 seringue(s) préremplie(s) en verre de 0,6 ml avec système de sécurité ""ERIS""";23/05/2006;oui;65%;10,33;11,35;1,02;61937233
3646926;"10 seringue(s) préremplie(s) en verre de 0,6 ml avec système de sécurité ""ERIS""";22/06/2006;oui;65%;51,09;52,11;1,02;61937233
2697117;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);26/07/2013;oui;65%;10,2;11,22;1,02;61937888
3736457;plaquette(s) thermoformée(s) PVDC PVC-Aluminium de 90 comprimé(s);27/04/2015;non;65%;8,32;11,08;2,76;61938189
3830765;plaquette(s) thermoformée(s) PVDC PVC-Aluminium de 30 comprimé(s);06/05/2008;oui;65%;3,09;4,11;1,02;61938189
3331335;plaquette(s) PVC PVDC aluminium de 30 gélule(s);05/03/2002;oui;65%;3,69;4,71;1,02;61939921
3724388;plaquette(s) PVC PVDC aluminium de 90 gélule(s);10/11/2006;non;65%;10,13;12,89;2,76;61939921
3959973;plaquette(s) aluminium de 30 gélule(s);08/01/2010;oui;65%;4,3;5,32;1,02;61940966
3960002;plaquette(s) aluminium de 90 gélule(s);08/01/2010;oui;65%;12,62;15,38;2,76;61940966
3010327;plaquette(s) polyamide aluminium PVC de 60 comprimé(s);07/11/2019;oui;30%;5,83;6,85;1,02;61942561
3735682;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);22/09/2006;oui;65%;5,01;6,03;1,02;61942668
3868992;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);17/07/2009;oui;65%;14,89;17,65;2,76;61942668
3712505;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);30/09/2008;oui;65%;12,91;15,67;2,76;61945162
3839559;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);03/02/2010;oui;65%;4,6;5,62;1,02;61945162
3957804;plaquette(s) PVDC PVC aluminium de 30 comprimé(s);16/06/2010;oui;65%;3,75;4,77;1,02;61945753
3958502;plaquette(s) PVDC PVC aluminium de 90 comprimé(s);16/06/2010;oui;65%;10,85;13,61;2,76;61945753
3020885;plaquette(s) PVC aluminium de 30 comprimé(s);22/03/2021;oui;65%;1,74;2,76;1,02;61946403
3630931;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);27/10/2010;oui;65%;4,13;5,15;1,02;61946531
3636336;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);27/10/2010;oui;65%;11,49;14,25;2,76;61946531
3714409;plaquette(s) thermoformée(s) PVC PVDC de 30 comprimé(s);01/09/2006;oui;65%;15,63;16,65;1,02;61950444
3714421;plaquette(s) thermoformée(s) PVC PVDC de 90 comprimé(s);25/09/2006;oui;65%;44,21;46,97;2,76;61950444
3004220;1 sachet(s) polytéréphtalate (PET) aluminium PEBDL : polyéthylène à basse densité linéaire avec 2 pipettes graduées avec 1 godet mélangeur;23/02/2018;oui;65%;25,65;26,67;1,02;61951090
3018190;7 flacon(s) polyéthylène de 100 ml avec canule(s);05/01/2021;oui;65%;23,85;24,87;1,02;61951546
3590226;30 plaquette(s) thermoformée(s) aluminium de 1 comprimé(s);03/02/2011;oui;65%;12,24;13,26;1,02;61952274
3820637;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);03/02/2011;oui;65%;12,24;13,26;1,02;61952274
3716762;plaquette(s) thermoformée(s) aluminium PVC de 56 comprimé(s);31/08/2007;oui;65%;14,62;15,64;1,02;61952527
3002281;56 plaquette(s) PVC-Aluminium de 1 gélule(s);12/02/2016;oui;65%;15,6;16,62;1,02;61954421
3939769;plaquette(s) polypropylène polycyclooléfine aluminium de 30 comprimé(s);16/02/2010;oui;65%;8,08;9,1;1,02;61955523
3939775;plaquette(s) polypropylène polycyclooléfine aluminium de 90 comprimé(s);16/02/2010;oui;65%;22,94;25,7;2,76;61955523
2680430;plaquette(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s);31/08/2015;oui;65%;22,56;23,58;1,02;61956319
2680789;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);24/10/2016;oui;65%;11,31;12,33;1,02;61956319
4988741;6 plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s);22/06/2012;oui;65%;64,46;65,48;1,02;61958462
3952681;plaquette(s) PVC PVDC aluminium de 7 gélule(s);30/11/2009;oui;65%;34,53;35,55;1,02;61958697
3952698;plaquette(s) PVC PVDC aluminium de 30 gélule(s);30/11/2009;oui;65%;138,48;139,5;1,02;61958697
2240748;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);12/10/2012;oui;65%;3,64;4,66;1,02;61960118
2240754;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);12/10/2012;oui;65%;10,53;13,29;2,76;61960118
3640154;plaquette(s) thermoformée(s) PVC-Aluminium de 50 gélule(s);27/06/2005;oui;65%;4,73;5,75;1,02;61962852
3695126;flacon(s) pressurisé(s) aluminium de 100 doses avec valve(s) doseuse(s);04/09/2006;oui;65%;27,39;28,41;1,02;61963153
2680306;1 flacon(s) en verre brun avec fermeture de sécurité enfant de 150 ml avec seringue(s) pour administration orale de 1 ml;03/05/2018;oui;65%;19,48;20,5;1,02;61964013
2680312;1 flacon(s) en verre brun avec fermeture de sécurité enfant de 150 ml avec seringue(s) pour administration orale de 3 ml;17/04/2018;oui;65%;19,48;20,5;1,02;61964013
2680329;1 flacon(s) en verre brun avec fermeture de sécurité enfant de 300 ml avec seringue(s) pour administration orale de 10 ml;22/05/2018;oui;65%;38,54;39,56;1,02;61964013
3480265;plaquette(s) thermoformée(s) PVC-aluminium de 20 comprimé(s);13/03/2017;oui;65%;3,52;4,54;1,02;61964472
3000437;plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 5 comprimé(s);20/12/2010;oui;65%;4,14;5,16;1,02;61966605
3034519;plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 10 comprimé(s);20/12/2010;oui;65%;7,8;8,82;1,02;61966605
3775233;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 30 comprimé(s);29/11/2010;oui;65%;5,01;6,03;1,02;61967205
3775256;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 90 comprimé(s);26/11/2010;oui;65%;14,89;17,65;2,76;61967205
3639642;1 flacon(s) polyéthylène haute densité (PEHD) de 60 gélule(s);06/09/2005;oui;65%;9,64;10,66;1,02;61969156
3639665;1 flacon(s) polyéthylène haute densité (PEHD) de 120 gélule(s);06/09/2005;oui;65%;17,52;18,54;1,02;61969156
4181642;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);23/03/2012;oui;65%;5,33;6,35;1,02;61976243
4181659;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);23/03/2012;oui;65%;15,87;18,63;2,76;61976243
3003181;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);22/06/2016;oui;65%;17,42;18,44;1,02;61983832
3016691;plaquette(s) PVC PVDC aluminium de 60 comprimé(s);09/07/2020;oui;30%;5,83;6,85;1,02;61989835
3012553;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 16 comprimé(s);30/08/2018;oui;65%;2,14;3,16;1,02;61990606
3010372;1 flacon(s) polyéthylène haute densité (PEHD) de 100 comprimé(s);27/04/2018;oui;65%;49,77;50,79;1,02;61992169
3611827;5 cartouche(s) en verre de 3  ml;15/03/2004;oui;65%;28,9;29,92;1,02;61995884
2241268;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);14/09/2012;oui;65%;5,07;6,09;1,02;61996139
3012865;plaquette(s) PVC aluminium de 84 gélule(s);18/02/2019;oui;65%;11,14;12,16;1,02;61998282
3012979;2 seringue(s) préremplie(s) de 0,8 ml avec protège-aiguille;10/10/2019;oui;65%;11,1;12,12;1,02;61999103
3012980;10 seringue(s) préremplie(s) de 0,8 ml avec protège-aiguille;10/10/2019;oui;65%;54,87;55,89;1,02;61999103
2196668;plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 30 comprimé(s);04/08/2015;oui;65%;7,41;8,43;1,02;62000092
3814660;flacon(s) polyéthylène haute densité (PEHD) de 200 comprimé(s);23/06/2010;oui;65%;23,32;24,34;1,02;62000384
3020400;5 stylos préremplis Junior KwikPen en verre de 3 ml;23/11/2020;oui;65%;33,99;35,01;1,02;62000441
3493670;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);16/10/2000;oui;65%;2,37;3,39;1,02;62002809
4194656;plaquette(s) PVC PVDC aluminium de 15 comprimé(s);28/11/2011;oui;30%;2,22;3,24;1,02;62005883
2786128;plaquette(s) PVC transparent-Aluminium de 30 gélule(s);13/11/2014;oui;65%;5,06;6,08;1,02;62005890
3462853;plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);11/07/2011;oui;65%;6,27;7,29;1,02;62006750
3463143;plaquette(s) thermoformée(s) aluminium de 270 comprimé(s);11/07/2011;oui;65%;17,74;20,5;2,76;62006750
3343321;2 seringue(s) préremplie(s) en verre de 0,35 ml;23/10/2008;oui;65%;6,82;7,84;1,02;62007966
3358216;6 seringue(s) préremplie(s) en verre de 0,35 ml;23/10/2008;oui;65%;20,33;21,35;1,02;62007966
3555419;plaquette(s) PVC-Aluminium PVDC de 30 comprimé(s);15/01/2001;oui;65%;2,15;3,17;1,02;62011103
3555425;plaquette(s) PVC-Aluminium PVDC de 90 comprimé(s);15/01/2001;oui;65%;5,35;6,37;1,02;62011103
3473058;plaquette(s) PVC-Aluminium de 16 comprimé(s);03/12/2012;oui;65%;1,16;2,18;1,02;62013136
3783451;plaquette(s) PVC PVDC aluminium de 14 comprimé(s);23/07/2010;oui;65%;2,51;3,53;1,02;62013467
3013000;1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité de 100 gélule(s);09/08/2018;oui;100%;157,8;158,82;1,02;62015062
2758729;plaquette(s) PVC PVDC aluminium de 30 gélule(s);01/07/2014;oui;65%;8,65;9,67;1,02;62015977
3352722;plaquette(s) thermoformée(s) PVC-aluminium de 90  gélule(s);17/10/2006;oui;65%;5,11;6,13;1,02;62016239
3015428;plaquettes PVC PVDC aluminium de 6 comprimés;03/10/2019;oui;65%;6,58;7,6;1,02;62018514
2697465;plaquette(s) PVC-Aluminium polyamide aluminium de 30 comprimé(s);03/04/2015;oui;65%;4,36;5,38;1,02;62019370
2697519;plaquette(s) PVC-Aluminium polyamide aluminium de 90 comprimé(s);01/04/2015;oui;65%;12,81;15,57;2,76;62019370
2241469;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);05/09/2012;oui;65%;17,42;18,44;1,02;62022612
3557565;plaquette(s) thermoformée(s) PVC-aluminium de 30  comprimé(s);15/04/2008;oui;65%;4,6;5,62;1,02;62022861
3729954;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);26/12/2007;oui;65%;12,91;15,67;2,76;62022861
2795417;28 plaquette(s) PVC aluminium de 1 comprimé(s);12/10/2016;oui;65%;119,59;120,61;1,02;62025327
3007794;plaquette(s) PVC PVDC aluminium de 30 capsule(s);19/02/2018;oui;30%;8,82;9,84;1,02;62025626
3802154;plaquette(s) thermoformée(s) polyamide aluminium PVC de 10 comprimé(s);08/10/2007;oui;65%;5,21;6,23;1,02;62026621
3014697;plaquette(s) polyamide aluminium PVC-Aluminium de 4 comprimé(s);12/02/2019;oui;65%;8,53;9,55;1,02;62026945
3017019;plaquette(s) aluminium de 30 comprimé(s);16/06/2020;oui;65%;5,33;6,35;1,02;62027794
3017021;plaquette(s) aluminium de 90 comprimé(s);10/04/2020;oui;65%;15,87;18,63;2,76;62027794
3015378;1 ampoule(s) en verre brun de 2 ml;10/07/2019;oui;65%;1,11;2,13;1,02;62028825
3017766;3 cartouche(s) en verre de 3 ml dans stylo pré-rempli (DoubleStar);23/12/2019;oui;65%;72,61;73,63;1,02;62030744
3615736;2 seringue(s) préremplie(s) en verre de 0,3  ml (boîte de 2 auto-injecteurs);03/10/2012;oui;65%;62,33;63,35;1,02;62031508
3780719;plaquette(s) PVC-Aluminium de 7 gélule(s);29/03/2007;oui;65%;34,53;35,55;1,02;62033904
3780725;plaquette(s) PVC-Aluminium de 30 gélule(s);29/03/2007;oui;65%;138,48;139,5;1,02;62033904
3753094;plaquette(s) formée(s) à froid aluminium polyamide PVC de 14 comprimé(s);06/06/2012;oui;65%;2,7;3,72;1,02;62034970
3753119;plaquette(s) formée(s) à froid aluminium polyamide PVC de 28 comprimé(s);31/05/2012;oui;65%;5,03;6,05;1,02;62034970
3998252;3 plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 10 gélule(s) avec inhalateur(s);08/11/2010;oui;65%;24,49;25,51;1,02;62036213
3793662;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);03/07/2007;oui;65%;6,05;7,07;1,02;62036633
3635839;plaquette(s) thermoformée(s) aluminium PVC de 10 comprimé(s);15/07/2004;oui;65%;7,11;8,13;1,02;62038794
4975282;plaquette(s) formée(s) à froid polyamide aluminium PVC papier polytéréphtalate (PET) de 6 comprimé(s);11/07/2012;oui;65%;6,58;7,6;1,02;62039483
